taxi_id;indulas;idotartam;tavolsag;viteldij;borravalo;fizetes_modja
fuvar{azonosito=5400, indulas_idopont='2016-12-16 08:45:00', idotartam=300, tavolsag=0.0, viteldij=5.25, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=3612, indulas_idopont='2016-12-10 12:45:00', idotartam=420, tavolsag=0.0, viteldij=6.5, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=1924, indulas_idopont='2016-12-20 19:30:00', idotartam=540, tavolsag=0.0, viteldij=7.5, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=5796, indulas_idopont='2016-12-15 21:00:00', idotartam=300, tavolsag=0.0, viteldij=5.75, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=1460, indulas_idopont='2016-12-21 13:45:00', idotartam=900, tavolsag=0.0, viteldij=9.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=4675, indulas_idopont='2016-12-30 19:00:00', idotartam=360, tavolsag=0.0, viteldij=6.25, borravalo=3.0, fizetes_modja='bankkártya'}
fuvar{azonosito=2918, indulas_idopont='2016-12-14 20:15:00', idotartam=540, tavolsag=0.0, viteldij=7.0, borravalo=1.4, fizetes_modja='bankkártya'}
fuvar{azonosito=8636, indulas_idopont='2016-12-28 17:00:00', idotartam=420, tavolsag=0.0, viteldij=7.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=4927, indulas_idopont='2016-12-07 15:30:00', idotartam=960, tavolsag=0.0, viteldij=10.25, borravalo=3.05, fizetes_modja='bankkártya'}
fuvar{azonosito=6016, indulas_idopont='2016-12-20 08:15:00', idotartam=660, tavolsag=0.0, viteldij=20.1, borravalo=0.0, fizetes_modja='ismeretlen'}
fuvar{azonosito=7517, indulas_idopont='2016-12-09 18:45:00', idotartam=840, tavolsag=0.0, viteldij=9.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=1463, indulas_idopont='2016-12-10 18:15:00', idotartam=300, tavolsag=0.0, viteldij=5.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=1523, indulas_idopont='2016-12-04 02:00:00', idotartam=300, tavolsag=0.0, viteldij=3.5, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=6535, indulas_idopont='2016-12-01 21:30:00', idotartam=840, tavolsag=0.0, viteldij=8.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=1164, indulas_idopont='2016-12-31 19:30:00', idotartam=240, tavolsag=0.0, viteldij=5.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=197, indulas_idopont='2016-12-06 10:30:00', idotartam=840, tavolsag=0.0, viteldij=9.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=1322, indulas_idopont='2016-12-10 01:45:00', idotartam=540, tavolsag=0.0, viteldij=7.75, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=1928, indulas_idopont='2016-12-07 18:45:00', idotartam=120, tavolsag=0.0, viteldij=3.75, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=812, indulas_idopont='2016-12-30 23:15:00', idotartam=540, tavolsag=0.0, viteldij=7.5, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=8563, indulas_idopont='2016-12-30 12:45:00', idotartam=780, tavolsag=0.0, viteldij=9.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=3612, indulas_idopont='2016-12-31 21:30:00', idotartam=1200, tavolsag=0.0, viteldij=16.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=1383, indulas_idopont='2016-12-14 03:00:00', idotartam=180, tavolsag=0.0, viteldij=4.75, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=3721, indulas_idopont='2016-12-05 14:45:00', idotartam=240, tavolsag=0.0, viteldij=4.75, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=8274, indulas_idopont='2016-12-31 16:15:00', idotartam=720, tavolsag=0.0, viteldij=9.75, borravalo=2.15, fizetes_modja='bankkártya'}
fuvar{azonosito=433, indulas_idopont='2016-12-21 17:15:00', idotartam=1020, tavolsag=0.0, viteldij=18.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=7063, indulas_idopont='2016-12-09 16:00:00', idotartam=420, tavolsag=0.0, viteldij=6.5, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=157, indulas_idopont='2016-12-29 17:30:00', idotartam=240, tavolsag=0.0, viteldij=5.0, borravalo=1.0, fizetes_modja='bankkártya'}
fuvar{azonosito=2388, indulas_idopont='2016-12-31 02:30:00', idotartam=180, tavolsag=0.0, viteldij=4.75, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=6569, indulas_idopont='2016-12-23 16:45:00', idotartam=300, tavolsag=0.0, viteldij=5.5, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=1751, indulas_idopont='2016-12-15 13:45:00', idotartam=660, tavolsag=0.0, viteldij=9.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=5857, indulas_idopont='2016-12-03 02:00:00', idotartam=540, tavolsag=0.0, viteldij=8.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=6562, indulas_idopont='2016-12-02 20:00:00', idotartam=240, tavolsag=0.0, viteldij=5.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=7430, indulas_idopont='2016-12-08 14:30:00', idotartam=7320, tavolsag=0.0, viteldij=3.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=4254, indulas_idopont='2016-12-19 17:30:00', idotartam=240, tavolsag=0.0, viteldij=4.5, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=29, indulas_idopont='2016-12-08 00:15:00', idotartam=300, tavolsag=0.0, viteldij=6.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=5901, indulas_idopont='2016-12-29 10:45:00', idotartam=660, tavolsag=0.0, viteldij=7.75, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=2663, indulas_idopont='2016-12-16 13:15:00', idotartam=11, tavolsag=0.0, viteldij=3.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=1322, indulas_idopont='2016-12-02 23:15:00', idotartam=600, tavolsag=0.0, viteldij=8.0, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=5114, indulas_idopont='2016-12-01 09:30:00', idotartam=420, tavolsag=0.0, viteldij=6.0, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=7748, indulas_idopont='2016-12-04 20:15:00', idotartam=180, tavolsag=0.0, viteldij=5.5, borravalo=1.0, fizetes_modja='bankkártya'}
fuvar{azonosito=5243, indulas_idopont='2016-12-01 09:15:00', idotartam=480, tavolsag=0.0, viteldij=6.75, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=6407, indulas_idopont='2016-12-19 15:15:00', idotartam=180, tavolsag=0.0, viteldij=4.75, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=1811, indulas_idopont='2016-12-26 13:00:00', idotartam=360, tavolsag=0.0, viteldij=6.75, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=3649, indulas_idopont='2016-12-31 00:30:00', idotartam=420, tavolsag=0.0, viteldij=7.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=5143, indulas_idopont='2016-12-16 01:30:00', idotartam=300, tavolsag=0.0, viteldij=7.0, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=7210, indulas_idopont='2016-12-12 14:45:00', idotartam=540, tavolsag=0.0, viteldij=7.5, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=7541, indulas_idopont='2016-12-10 11:30:00', idotartam=300, tavolsag=0.0, viteldij=5.5, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=5054, indulas_idopont='2016-12-08 23:30:00', idotartam=480, tavolsag=0.0, viteldij=7.5, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=3637, indulas_idopont='2016-12-04 19:15:00', idotartam=300, tavolsag=0.0, viteldij=5.5, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=1243, indulas_idopont='2016-12-14 20:00:00', idotartam=780, tavolsag=0.0, viteldij=8.25, borravalo=3.0, fizetes_modja='bankkártya'}
fuvar{azonosito=8289, indulas_idopont='2016-12-05 21:00:00', idotartam=780, tavolsag=0.0, viteldij=12.25, borravalo=0.0, fizetes_modja='ingyenes'}
fuvar{azonosito=602, indulas_idopont='2016-12-20 23:15:00', idotartam=1080, tavolsag=0.0, viteldij=15.75, borravalo=1.0, fizetes_modja='bankkártya'}
fuvar{azonosito=1901, indulas_idopont='2016-12-02 21:45:00', idotartam=60, tavolsag=0.0, viteldij=3.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=1261, indulas_idopont='2016-12-20 18:45:00', idotartam=600, tavolsag=0.0, viteldij=7.25, borravalo=1.5, fizetes_modja='bankkártya'}
fuvar{azonosito=2612, indulas_idopont='2016-12-09 08:30:00', idotartam=360, tavolsag=0.0, viteldij=5.75, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=4106, indulas_idopont='2016-12-17 09:00:00', idotartam=420, tavolsag=0.0, viteldij=8.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=6544, indulas_idopont='2016-12-27 16:15:00', idotartam=1020, tavolsag=0.0, viteldij=12.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=6902, indulas_idopont='2016-12-30 22:30:00', idotartam=180, tavolsag=0.0, viteldij=4.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=4560, indulas_idopont='2016-12-30 00:15:00', idotartam=180, tavolsag=0.0, viteldij=5.0, borravalo=0.0, fizetes_modja='ingyenes'}
fuvar{azonosito=7523, indulas_idopont='2016-12-15 08:45:00', idotartam=1740, tavolsag=0.0, viteldij=20.0, borravalo=5.0, fizetes_modja='bankkártya'}
fuvar{azonosito=3465, indulas_idopont='2016-12-07 09:45:00', idotartam=1020, tavolsag=0.0, viteldij=11.0, borravalo=2.2, fizetes_modja='bankkártya'}
fuvar{azonosito=7776, indulas_idopont='2016-12-17 16:00:00', idotartam=780, tavolsag=0.0, viteldij=8.5, borravalo=3.0, fizetes_modja='bankkártya'}
fuvar{azonosito=2330, indulas_idopont='2016-12-06 09:00:00', idotartam=360, tavolsag=0.0, viteldij=5.5, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=7528, indulas_idopont='2016-12-11 00:30:00', idotartam=660, tavolsag=0.0, viteldij=10.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=1563, indulas_idopont='2016-12-09 20:45:00', idotartam=780, tavolsag=0.0, viteldij=12.75, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=376, indulas_idopont='2016-12-12 19:00:00', idotartam=480, tavolsag=0.0, viteldij=6.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=5130, indulas_idopont='2016-12-29 21:00:00', idotartam=540, tavolsag=0.0, viteldij=7.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=279, indulas_idopont='2016-12-09 20:00:00', idotartam=300, tavolsag=0.0, viteldij=5.25, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=6353, indulas_idopont='2016-12-08 08:15:00', idotartam=720, tavolsag=0.0, viteldij=9.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=3453, indulas_idopont='2016-12-07 19:45:00', idotartam=60, tavolsag=0.0, viteldij=3.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=7210, indulas_idopont='2016-12-13 14:30:00', idotartam=720, tavolsag=0.0, viteldij=8.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=6898, indulas_idopont='2016-12-03 19:00:00', idotartam=1980, tavolsag=0.0, viteldij=16.5, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=5243, indulas_idopont='2016-12-29 12:15:00', idotartam=1380, tavolsag=0.0, viteldij=26.5, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=5829, indulas_idopont='2016-12-09 16:45:00', idotartam=360, tavolsag=0.0, viteldij=5.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=6562, indulas_idopont='2016-12-17 16:45:00', idotartam=360, tavolsag=0.0, viteldij=5.75, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=1989, indulas_idopont='2016-12-20 16:45:00', idotartam=300, tavolsag=0.0, viteldij=5.75, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=1164, indulas_idopont='2016-12-15 22:15:00', idotartam=360, tavolsag=0.0, viteldij=6.75, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=5472, indulas_idopont='2016-12-11 17:45:00', idotartam=360, tavolsag=0.0, viteldij=6.75, borravalo=1.0, fizetes_modja='bankkártya'}
fuvar{azonosito=760, indulas_idopont='2016-12-14 13:45:00', idotartam=60, tavolsag=0.0, viteldij=4.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=3267, indulas_idopont='2016-12-06 17:45:00', idotartam=420, tavolsag=0.0, viteldij=6.25, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=686, indulas_idopont='2016-12-04 14:30:00', idotartam=120, tavolsag=0.0, viteldij=4.0, borravalo=1.0, fizetes_modja='bankkártya'}
fuvar{azonosito=7092, indulas_idopont='2016-12-14 17:15:00', idotartam=780, tavolsag=0.0, viteldij=9.0, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=7375, indulas_idopont='2016-12-20 15:45:00', idotartam=480, tavolsag=0.0, viteldij=6.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=8709, indulas_idopont='2016-12-03 08:30:00', idotartam=180, tavolsag=0.0, viteldij=5.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=6989, indulas_idopont='2016-12-19 14:45:00', idotartam=300, tavolsag=0.0, viteldij=5.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=2240, indulas_idopont='2016-12-28 17:30:00', idotartam=540, tavolsag=0.0, viteldij=7.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=4638, indulas_idopont='2016-12-31 22:45:00', idotartam=2400, tavolsag=0.0, viteldij=44.0, borravalo=11.25, fizetes_modja='bankkártya'}
fuvar{azonosito=4106, indulas_idopont='2016-12-10 16:45:00', idotartam=660, tavolsag=0.0, viteldij=7.5, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=3594, indulas_idopont='2016-12-23 15:30:00', idotartam=2400, tavolsag=0.0, viteldij=23.5, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=7622, indulas_idopont='2016-12-28 15:45:00', idotartam=900, tavolsag=0.0, viteldij=12.75, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=4702, indulas_idopont='2016-12-06 15:00:00', idotartam=360, tavolsag=0.0, viteldij=6.25, borravalo=1.0, fizetes_modja='bankkártya'}
fuvar{azonosito=5628, indulas_idopont='2016-12-03 00:30:00', idotartam=420, tavolsag=0.0, viteldij=6.75, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=1261, indulas_idopont='2016-12-30 21:00:00', idotartam=480, tavolsag=0.0, viteldij=7.75, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=1383, indulas_idopont='2016-12-17 12:30:00', idotartam=240, tavolsag=0.0, viteldij=6.0, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=2697, indulas_idopont='2016-12-03 21:45:00', idotartam=180, tavolsag=0.0, viteldij=4.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=4702, indulas_idopont='2016-12-07 17:00:00', idotartam=540, tavolsag=0.0, viteldij=7.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=6317, indulas_idopont='2016-12-14 09:45:00', idotartam=420, tavolsag=0.0, viteldij=6.75, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=8232, indulas_idopont='2016-12-16 22:00:00', idotartam=1140, tavolsag=0.0, viteldij=14.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=6, indulas_idopont='2016-12-16 23:30:00', idotartam=840, tavolsag=0.0, viteldij=20.5, borravalo=5.35, fizetes_modja='bankkártya'}
fuvar{azonosito=8193, indulas_idopont='2016-12-22 14:45:00', idotartam=780, tavolsag=0.0, viteldij=8.0, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=8709, indulas_idopont='2016-12-08 12:00:00', idotartam=420, tavolsag=0.0, viteldij=6.0, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=2607, indulas_idopont='2016-12-08 21:15:00', idotartam=660, tavolsag=0.0, viteldij=8.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=1319, indulas_idopont='2016-12-04 19:30:00', idotartam=600, tavolsag=0.0, viteldij=8.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=5812, indulas_idopont='2016-12-10 23:00:00', idotartam=480, tavolsag=0.0, viteldij=6.75, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=5400, indulas_idopont='2016-12-02 09:30:00', idotartam=780, tavolsag=0.0, viteldij=9.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=3721, indulas_idopont='2016-12-19 14:15:00', idotartam=720, tavolsag=0.0, viteldij=9.5, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=4325, indulas_idopont='2016-12-29 09:00:00', idotartam=1020, tavolsag=0.0, viteldij=24.75, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=7748, indulas_idopont='2016-12-14 18:00:00', idotartam=1020, tavolsag=0.0, viteldij=9.5, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=7531, indulas_idopont='2016-12-24 01:15:00', idotartam=360, tavolsag=0.0, viteldij=6.5, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=8031, indulas_idopont='2016-12-30 21:00:00', idotartam=840, tavolsag=0.0, viteldij=11.5, borravalo=2.3, fizetes_modja='bankkártya'}
fuvar{azonosito=4954, indulas_idopont='2016-12-08 12:45:00', idotartam=360, tavolsag=0.0, viteldij=6.0, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=625, indulas_idopont='2016-12-11 05:00:00', idotartam=1500, tavolsag=0.0, viteldij=45.25, borravalo=13.55, fizetes_modja='bankkártya'}
fuvar{azonosito=1152, indulas_idopont='2016-12-13 14:15:00', idotartam=540, tavolsag=0.0, viteldij=6.75, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=3793, indulas_idopont='2016-12-03 20:00:00', idotartam=1200, tavolsag=0.0, viteldij=13.75, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=3773, indulas_idopont='2016-12-19 14:30:00', idotartam=480, tavolsag=0.0, viteldij=6.5, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=4111, indulas_idopont='2016-12-08 11:15:00', idotartam=480, tavolsag=0.0, viteldij=6.5, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=1482, indulas_idopont='2016-12-22 17:45:00', idotartam=300, tavolsag=0.0, viteldij=5.5, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=6407, indulas_idopont='2016-12-13 14:30:00', idotartam=480, tavolsag=0.0, viteldij=7.25, borravalo=2.0, fizetes_modja='bankkártya'}
fuvar{azonosito=2888, indulas_idopont='2016-12-13 17:15:00', idotartam=1620, tavolsag=0.0, viteldij=16.25, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=629, indulas_idopont='2016-12-16 15:45:00', idotartam=1200, tavolsag=0.0, viteldij=13.5, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=5901, indulas_idopont='2016-12-05 06:45:00', idotartam=660, tavolsag=0.0, viteldij=13.75, borravalo=3.4, fizetes_modja='bankkártya'}
fuvar{azonosito=7923, indulas_idopont='2016-12-21 16:30:00', idotartam=1620, tavolsag=0.0, viteldij=21.5, borravalo=0.0, fizetes_modja='készpénz'}
fuvar{azonosito=7523, indulas_idopont='2016-12-18 15:00:00', idotartam=480, tavolsag=0.0, viteldij=7.0, borravalo=1.0, fizetes_modja='bankkártya'}
